username,tr,rank,glicko,rd,apm,pps,vs
wkdrldud123,11885.59923451322,a,1605.2365936564852,61.13437278736334,28.73,1.26,58.53
abcrocka,11885.308721905492,a,1605.298191311286,62.297722870887874,25.75,1.42,59.78
square1324,11885.113200581864,a,1757.5396453398516,89.11814038962228,28.37,1.06,61.49
yuitorin,11884.6461861991,a,1605.200328077976,61.39170601514612,34.16,1.36,71.57
hanbangmiso,11884.109369311698,a,1605.208518574475,61.96436183294584,25.27,1.15,60.44
memekyu,11883.865258913444,a,1605.2800812823778,63.23732370133286,26.33,1.26,57.55
yunbin1117,11883.5548968345,a,1605.7412802441188,70.3460127353441,31.99,0.85,63.68
dominicj,11883.424312777312,a,1697.809530608433,86.49316918444391,26.05,1.41,53.8
lprimaderuyman,11882.724315255722,a,1605.5461400100085,68.15008755481354,24.89,1.31,59.18
siina_,11881.99262881041,a,1605.4431220670945,67.23292356555548,23.04,1.19,51.02
mywaitisyou,11881.936263431546,a,1605.3923596992804,66.52561564695812,25.89,1.42,55.46
zizon_taesu,11880.85674054558,a+,1604.9847014438537,77.3474990504744,29.28,1.37,61.61
tongting,11880.836573397435,a+,1604.92719847586,78.50274242161521,28.9,1.27,62.23
idkmananui,11880.168850910528,a+,1604.929518349334,85.099053376809,25.22,1.18,53.61
spygem,11879.699527999977,a+,1605.0037160058164,78.60474239195136,21.3,1.42,49.13
altaltalta,11879.218990802008,a,1606.2807351597644,81.88249494675071,23.93,1.24,54.06
kyoronginus,11879.198501507366,a,1604.8738851376143,61.08124805670469,34.13,1.17,70.7
zijai,11879.125347719626,a,1604.84382978644,60.69197463925029,25.27,1.19,55.48
5noob5,11878.492802886887,a,1604.812130700582,60.748750033210584,29.87,1.01,56.33
coffeecake,11877.965943502404,a,1604.7773590891493,60.67042222143998,23.43,1.53,46.8
sempopoy,11876.43513174454,a,1604.7230883907305,61.14505138762456,24.81,1.13,50.24
shinobiforce,11876.124503075695,a,1604.865125632392,63.53663907068687,20.82,1.3,48.76
subaruminewife,11875.97538651718,a,1605.5089357632967,73.24346158159985,25.59,1.1,54.91
eminem777,11875.753267483497,a,1605.1499284010815,68.10151217986827,23.51,1.34,57.66
bellascat,11875.627114449864,a+,1605.1742224261764,78.56904575887232,26.32,1.31,52.41
leinad_osnola,11874.934277160286,a,1604.6055919449436,60.644585897406394,27.3,1.33,61.89
announcements,11874.753125621075,a+,1605.132069849833,84.67510951605638,30.72,1.17,59.54
ranaranran,11873.964319849461,a,1604.756732467261,63.73149140554106,26.77,1.87,55.91
galaxyknightplay,11873.413414750172,a,1605.144626984538,69.986553495773,31.18,1.14,61.59
-moop,11872.81727522022,a+,1604.7493678702465,72.58742851316272,27.6,1.73,62.47
the-recker,11872.791634634068,a,1604.5038384500533,60.92193500306689,30.9,1.36,65.1
haibucuoa,11872.701073039005,a,1669.0352430310504,79.15111406987319,35.37,1.32,73.93
kinamitsu,11872.618171800843,a,1604.4725103237688,67.59674946075341,25.81,1.27,57.85
haltonce,11872.390637641476,a+,1604.6130466426723,66.90229236792953,26.91,1.15,56.13
app_chiko,11871.858066551524,a+,1604.4800157105476,89.35173716864378,24.76,1.17,53.97
maukar_,11871.101558671746,a,1604.5124435953499,62.47842326227757,24.83,1.4,50.13
miseo,11870.587537958349,a+,1741.2523934910769,95.91504410809522,37.45,1.51,82.29
rioso,11869.336002622695,a,1604.283036690278,60.51530548943605,26.86,1.18,59.97
b4b_m4m,11869.20745662996,a,1606.9277226226768,99.53990999870166,27.81,1.27,59.81
cabled_david,11869.171517958683,a,1605.6805665570269,81.46098109996477,25.34,1.16,50.89
maret_esti,11868.438947911196,a+,1604.2561654768501,96.86899698353739,20.24,1.14,51.01
chochocho,11868.20648556168,a,1605.6099269422195,81.22911885368235,28.39,1.22,63.19
ixoithaas,11867.699594682428,a,1604.2727626004553,61.74508097527695,25.6,1.13,53.26
elmerbeagle,11867.50878996106,a+,1604.2465436809432,93.51114310048214,24.49,1.01,54.27
20x29,11867.154502981699,a,1604.1698841639209,60.654004972308634,22.91,1.09,52.1
yuhjam,11867.132678688957,a,1642.3157632246598,75.26641653731377,33.37,1.15,67.59
rindou,11866.378791110608,a,1668.0667394237848,79.6259828210556,30.01,1.24,69.53
z394,11865.904623986582,a,1604.4427676163625,65.8210179104261,28.08,1.85,58.14
sushimon2,11865.604643361119,a,1604.3007603167753,63.93958453192415,30.92,1.42,58.1
llwydd,11865.26917688094,a,1605.2524466172706,79.41836369078999,26.34,1.31,62.24
marcolamkl,11864.665793465345,a,1604.0518529756116,60.97971205926977,27.34,0.92,62.93
false25,11864.531484350795,a,1604.0836193465027,61.573701703896674,37.04,1.61,76.85
sontran123999,11863.274932187373,a,1605.6511780569654,87.95605522120516,21.62,0.93,52.61
m0ras,11862.545071385623,a,1603.9343508304887,61.00168484341391,27.5,1.55,60.73
greiskiiee,11862.163880064005,a,1603.9145320213158,61.02534059131478,24.42,1.13,58.4
noing,11861.614578658482,a+,1604.3796509928577,88.49982408630804,31.45,1.29,62.07
cha-s-h,11860.0110483884,a,1604.3291667741837,69.09862972555572,39.99,1.27,74.69
limeswap,11859.317038713567,a+,1603.7409950376796,68.81520745858163,25.04,1.29,55.33
yeesungwon,11858.885163861083,a,1603.71507244,60.7893790933217,33.41,1.06,67.53
razer_viper,11858.155817076073,a,1603.6680547959677,60.69654992981289,37.32,1.29,73.12
chunchih,11857.859116489679,a,1603.6649238599066,60.90157701167193,26.17,1.02,53.21
ellexia,11857.743890295676,a,1603.9103885887082,64.71618998659552,24.37,1.16,52.48
daimarcando,11857.61921065179,a,1604.3503415022437,71.43917072951248,22.51,1.25,49.64
cnn008,11856.643464928553,a,1603.8821016273423,65.22359700581616,27.3,1.14,59.89
ketokero,11856.641216551146,a+,1604.8513856891816,90.73086695542302,30.93,1.12,65.4
prettyboiii,11856.527114014823,a,1656.9367316227876,97.90454817706078,27.1,1.46,61.88
sandodin,11855.988060300646,a+,1603.8775076549662,82.71099504597343,29.69,1.3,58.44
leeyi,11855.88306543373,a,1641.1670490867398,75.65388261230568,27.62,1.01,62.68
trundleouo,11855.827205694852,a+,1642.3134874491059,94.95574148200214,27.46,1.23,56.28
vans4nity_21,11854.653434946304,a+,1603.700957985439,81.17614370522392,27.33,1.33,58
qzq,11854.399978421177,a,1603.4959059898597,61.28130659097364,26.08,0.93,59.64
idl,11854.060808018823,a,1603.448722328891,60.853120848953296,31.13,1.18,61.43
bbanjjagigaru,11853.904056052757,a,1604.689809281735,79.63936262857239,26.24,1.54,54.25
xreather,11853.145389737025,a+,1628.3572942368826,88.5307368985779,30.78,1.37,66.19
kkeviu,11852.914324230233,a,1605.49020837015,92.26440039775099,27,1.25,62.37
baldjoze,11852.63826049586,a+,1667.5233279454137,93.53140266739908,24.59,1.4,57.9
bombermann,11852.468250520596,a,1603.361036358611,60.877797537407304,30.68,1.27,62.94
ilovelucygray,11852.248689650343,a+,1603.404396802085,98.72498838461452,25.66,1.15,53.7
bagogun1,11852.127188901928,a,1603.4281763960023,62.19023290209799,22.43,1.25,53.55
squib9,11852.075424526913,a,1641.0513181531946,70.68521366354787,24.07,1.31,58.14
dmdkrqorhvk,11850.17124022957,a+,1604.1019288719056,82.02414094651982,36.99,1.2,66.46
jpnjpb,11850.088547171661,a,1603.6625532295989,67.48051603425792,23.47,1.13,55.56
honeybeelol,11849.74809711645,a+,1605.1324263325407,99.67503845393959,23.54,1.28,51.74
card1stry,11849.531308601037,a,1603.2278327804368,61.357832414351655,29.63,1.08,58.7
puyopuyotet,11849.50976073774,a,1604.4305835758819,79.4942186235473,26.44,1.04,56.68
takeshi7511,11849.400235260591,a,1603.2600611102073,61.96082609233605,31.29,1.39,64.56
dr_undead,11849.335899178723,a,1603.181625363611,60.82046134987035,26.48,1.34,58.88
lancap,11849.083757425231,a,1603.4271931157923,64.77195391653888,28.16,1.12,56.96
liinki,11848.838868025921,a+,1603.1790350997076,92.2060239166385,30.21,1.2,63.59
moomow1234,11847.022285826843,a,1603.6361137365989,74.69186509808527,28.77,1.09,54.99
danswideslit,11846.980483220328,a,1603.6642921369921,70.15282089819912,20.89,1.34,50.84
cici__,11846.654459011708,a,1603.2020262576068,63.424295552979004,21.48,1.22,55.45
bentbed,11846.374954682067,a,1603.0821064541888,61.83580475394808,24.2,1.21,56.03
nosoykevo,11846.326440025518,a,1603.0038566530166,60.682607322203246,21.6,1.15,53.44
psychout98,11845.533733633267,a,1603.5672790802903,69.92026272805042,25.56,0.99,57.24
suda1414,11845.289222230618,a,1602.9884852630114,61.336385915109425,24.52,1.19,57.16
nanana99,11845.161950119415,a,1602.9869634177314,61.4221868643714,25.11,1.22,55.01
cianaid,11843.80802147763,a,1604.4101656922178,84.01073823744956,24.98,1.2,59.43
riiehhhh,11842.824037349748,a,1602.976201392553,63.2611828767903,24.14,1.25,52.31
hsk123,11842.725960500087,a,1603.7310624204995,74.77980985373482,27.36,0.96,53.81
itsddosu,11842.623758200909,a,1602.8147665753559,60.96576951541568,28.85,1.33,58.32
spoby,11842.384091497423,a,1603.1029771228586,65.56991809188118,35.08,1.37,69.08
tyism1r3uk,11841.1976281397,a,1604.1199382915852,81.90155879620968,28.47,1.13,61.85
jingyiii,11840.9283728782,a,1602.715460096048,60.90076521845693,20.87,1.27,48.15
eanthegreat,11840.825727557773,a,1605.1161075458574,96.92969853762773,23.57,1.2,48.45
imbadatnames,11838.89369279792,a,1602.611080060933,61.049550516882555,28.47,1.03,61.33
honiie,11838.637612401611,a+,1603.3740926260243,98.88375834404431,27.17,1.33,58.94
bluehat47,11838.314451531412,a,1681.0813509921575,90.14946939733146,38.69,1.72,82.06
pandashan531,11837.076975981634,a,1602.4832264688876,60.65049874142954,23.16,1.1,57.2
riruwill,11836.10453920026,a,1602.9790786377973,79.06345100692187,33.85,1.08,62.86
ksj0418,11835.669663811716,a,1602.3917653058638,60.457203644428,25.73,1.28,54.06
jutet,11835.289825913718,a,1710.2035238024516,95.34190106737384,30.18,1.42,69.41
solevant,11835.048552498949,a,1602.4100248198845,61.27308155439518,26.93,1.27,56.72
akcazo,11835.01991643506,a,1602.3854282330667,60.919739042948216,21.91,1.29,50.18
abos,11834.504288306329,a,1602.3370174638826,60.619797721122836,29.32,1.27,59.25
ragzola,11834.466338275228,a,1602.5036163573877,63.211043943357005,24.92,1.25,58.92
elvn90,11834.158049952368,a,1604.4671363252107,93.01177156745952,24.32,1.7,52.9
karuha,11833.937779867629,a,1680.6582721372447,83.64457309237608,30.29,1.22,66.48
metronomemusic,11833.639427587113,a,1602.8643652462056,69.43229995225266,29.6,1.33,60.4
skyter41,11833.585907235572,a+,1603.082066598659,89.78422998134361,29.75,1.36,62.92
icekylin,11832.23102253558,a,1602.2331932924424,60.98317289541254,23.84,1.12,49.88
nathantew,11832.040287792763,a,1603.930228205518,86.84531908683441,25.05,1.17,60.85
dailykirbo,11831.721108145888,a,1602.302959197662,62.49634137917359,39.3,1.56,77.71
sugoi-username,11831.686071986594,a,1602.440441897285,64.63682100780194,26.68,1.1,54.28
kkkkkkrrr,11828.974331128446,a,1603.1926641649234,78.40299541497885,31.08,1.56,60.59
_kaioren,11827.803340960869,a,1603.2382439613043,85.09147945823943,32.4,1.29,65.25
atty_john_lloyd,11827.35383571893,a+,1602.0501300734518,98.37696429412478,24.99,1.08,51.45
marabou,11826.72160349851,a,1601.8965659900402,60.554407844017724,22.89,1.12,54.13
ijisek,11825.701778764284,a,1603.7431477521734,91.44767193690896,32.33,1.17,61.74
822booboo,11825.56484752843,a,1601.8625565059572,61.03078966777108,24.91,1.26,58.06
diflol,11825.523877127616,a,1602.1120273049955,65.91172306050235,28.87,1.32,57.36
killclone9676,11824.641185476132,a,1601.7783709608564,60.52963798854883,30.57,1.09,63.99
knjg,11824.457637342226,a,1602.1958254277642,67.1199620463171,24.75,1.21,56.45
nyatime,11823.47755248725,a,1614.7652945864886,73.93255034455846,32.81,1.7,60.39
apparatusssb,11821.745446256688,a,1601.8702555311515,65.45827796390542,27.92,1.28,59.78
buotua,11819.596429149458,a,1754.0054639181874,98.93742686325402,33.7,1.11,73.49
ickislac,11819.352629109255,a+,1602.0067904266627,85.63083283689616,22.41,1.15,54.58
jeemos,11819.05890607113,a+,1601.7884091037456,90.52445053769571,25.94,1.1,58.23
sige_pindoooot,11818.674627772267,a,1601.4997695925251,69.39471506317392,22.11,1.06,49.19
aspera123,11818.013009286859,a,1602.3462216391229,79.98177342706937,25.29,0.97,52.26
suungaa,11817.547253784098,a,1601.4190654554882,61.12322840302507,22.82,1.19,49.06
wikii01,11817.087295956544,a,1602.2765017129873,74.7170474810769,27.17,1.21,63.99
seibulmai,11817.063979476185,a,1601.3622438623115,60.661517915284215,31.19,1.11,63.95
mknait,11816.032665178116,a,1602.4297413261943,77.96059073413313,27.13,1.41,56.52
xyrzch,11815.358398646591,a+,1601.8165385962113,89.16567413992811,22.02,1.23,52.77
guludonia,11813.144033656758,a,1771.0758723080373,99.63096859805033,32.57,1.14,69.37
fireboltwillow,11812.660300060077,a,1601.199995592554,61.97679727324179,28.62,1.4,59.16
honoulin,11812.394163576906,a,1678.6477466301496,74.73475007066423,29.85,1.47,63.23
mb331,11812.346732117676,a,1602.7354676779123,87.7624765639326,23.8,1.05,54.05
hatsuko1,11812.050989833391,a,1602.2548702180832,78.73438925172992,34.37,1.22,72.16
e_x_p_u_n_g_e_d,11811.610409083105,a+,1601.9098894910653,95.84634843224725,32.49,1.22,62.3
ggez0202,11811.104303016984,a,1601.2786420870368,64.55439211529738,27.38,1.47,56.89
jesen,11810.855005308838,a,1601.2378194706496,64.1382731118022,26.74,0.99,56.84
whatthesigmaluca,11810.67742589474,a,1602.905171864265,89.75030907285536,26.95,1.22,58.94
mujieun,11810.573883665444,a+,1600.9961736906534,85.62439894841442,28.09,1.19,61.13
mnah,11809.934790326379,a,1602.2547539966554,80.55950184471078,33.87,1.29,72.34
utaaragch,11809.5808083012,a,1601.297457065393,66.17343569762707,25.91,1.28,54.29
ponpon123,11808.995742154548,a,1600.9057767998138,60.59366968284425,28.9,1.3,57.87
narcoleptique,11808.985555134977,a,1601.0719056046364,63.19113891385345,27.84,1.53,60.02
neexy_,11808.172912207829,a+,1601.427475050266,97.41015623332508,28.69,1.26,57.27
conjos,11808.020401232883,a,1601.0664056942,65.94831171103084,26.68,1.1,58.81
miguelselling,11807.851166219172,a,1601.2800541671845,70.41094836833065,24.88,1.44,55.49
naeul888,11806.870790389316,a,1601.2194232638265,67.32643975046959,27.41,1.38,52.24
t3a,11806.834508226126,a,1739.091861029632,96.74125280445624,40.35,1.52,79.49
mobiwusij,11806.643826999985,a,1601.3966887008849,75.26560455982671,27.79,1.36,58.81
girlblunt,11806.266905152408,a+,1600.8018219935727,82.35834904313114,21.94,1.22,52.23
cjxxx,11806.165707623777,a+,1601.0389414479107,76.14105057002786,25.22,1.3,55.81
jolu4u,11806.025884619357,a,1600.8729632248012,62.67939813560325,23.76,1.38,51.51
corujudas,11805.282088989683,a,1601.1281626474965,67.29768356797273,34.05,1.31,61.14
yuwur,11804.645194440334,a,1707.0817773221731,86.03168568614724,41.06,1.45,84.5
iuccyyy,11803.840949485308,a,1626.9326020745725,86.52874710072635,23.68,1.21,51.55
chiongster,11800.948150316926,a,1601.1951501248816,72.11577615462544,22.97,1.12,49.96
nguyenftw,11799.133755967177,a,1600.7336931415894,66.54269300571319,25.54,0.92,58.09
chosen_shotgun,11798.387287954327,a,1601.6048362328324,80.6453287923742,31.01,1.18,60.44
training1919810,11797.431305869506,a,1600.384085902498,62.574302808421066,29.17,1.59,59.43
retracool,11796.460446532341,a,1600.4722450038157,64.80745600378886,25.2,1.17,53.62
leros,11795.879604566368,a,1600.2143404420028,61.275953376439126,29.44,1.25,57.77
yanyu0607,11795.723996690158,a,1691.8678990925714,87.69339434627467,25.48,1.24,55.14
ennle,11795.164357773372,a+,1600.525019914819,90.77008808716992,22,1.06,53.47
ninonn,11794.470985880982,a,1752.3051378140917,86.8430380981553,35.31,1.27,84.68
ndbiaw,11794.249051159988,a+,1601.0260457114339,97.35142854307318,24.87,1.36,58
asdasdqwer,11794.047082738482,a,1600.327686821543,66.66670879025114,30.02,0.96,62.05
sodyum,11794.004776944254,a,1600.7033867920397,78.56554239163172,20.87,1.32,46.44
uthree271828,11793.826129994764,a,1600.1824574768823,62.58367127639846,35.4,1.21,64.74
-blueming-,11791.798514555321,a,1600.4706689997079,68.87794075980155,25.05,1.16,61.03
overided,11790.600653732014,a+,1599.9271300736445,98.41210680906144,28.27,1.21,60.34
ddestion,11790.272204643956,a,1600.187620716171,71.79525348209032,29.8,1.2,61.34
091926,11789.108797769291,a,1599.7946656724394,60.64131576721966,34.06,1.35,69.87
thepenguin0521,11789.052326845102,a,1754.2671213524995,99.9,28.96,1.09,60.38
13b_oen,11788.856480766395,a,1601.134699807878,81.73501787308868,24.16,1,53.57
eggram,11787.709548497993,a,1599.7167483209873,60.648638095649865,29.41,1.12,59.48
basiil,11786.2733193653,a,1602.0261685993432,97.55170819491929,30.38,1.28,61.6
natalie6,11783.137431653477,a,1600.5842412859768,78.24808030801134,20.74,1.65,50.39
soda_kan,11782.496841320308,a+,1599.8736044591844,96.72909180624178,30.41,1.3,61.07
jayhis0713,11781.987651701298,a,1600.1344361366043,72.26342601362387,22.56,1.21,52.85
aiban,11781.399621562165,a,1599.6669127534055,65.44802518384185,23.74,1.24,55.47
catiieya,11779.737003428136,a,1599.531423988147,65.78405633487752,40.53,1.3,78.23
divine-gandhi,11779.568481292776,a,1600.2465212302434,90.14225876157181,31.27,1.15,59.04
terabytetr,11779.082690192152,a,1599.6144071625667,74.67285458707387,22.11,1.13,50.69
noiyaan,11779.059592907135,a,1600.4112115588555,79.14850354408588,19.96,1.15,49.49
eroshin,11779.042611639192,a,1599.2369422343315,60.73837094013741,26.51,1.08,55.14
air2,11778.059263756113,a,1599.1636392684745,60.44883291657265,20.55,1.01,50.89
daany,11777.662361100847,a,1599.170895281433,60.917315210912754,30.55,1.29,61.27
a23329636,11776.263023855392,a,1599.1331541183656,67.56324830298354,27.24,1.39,58
yeonjuhan,11776.192572079524,a,1599.1334253877208,61.6302743177628,23.54,1.49,52.71
ryoumisaki42069,11774.322509517835,a,1598.966757204211,60.64588446275273,31.66,1.46,59.5
jchung155,11774.13132984098,a,1598.9641477537061,60.77481555660173,26.47,1.25,59.58
normalben,11773.174745572549,a,1598.8958096880062,60.53965558878116,39.29,1.44,70.91
silvasilveira,11772.37129522757,a,1600.3323997716386,83.81052943004343,30.54,1.17,66.28
pozboy,11770.16074710271,a+,1599.0570950155698,88.79081530684505,27.04,1.17,58.71
cerathil,11769.968831397176,a,1599.158616440686,67.56976110623218,25.09,1.21,51.7
rai_hide,11769.813756714588,a+,1599.062074043492,98.1789113075322,33.64,1.06,73.34
abcdefg520,11768.485884106263,a,1600.0363235721175,82.64421679308046,25.96,1.4,58.34
mumu0801,11768.248643069803,a,1598.6618472350199,61.20882988835002,31.33,1.41,63.63
kikbutt98,11767.526291271446,a,1719.5995990424328,81.80320387143581,26.82,1.2,65.84
rair0127,11766.461348188373,a+,1598.6493082861668,78.60752043197789,22.39,1.12,49.19
stpruby,11765.229265454544,a,1599.2511659710874,73.24788471040317,26.09,1.25,60.67
41hikikomori2913,11765.04424738026,a,1600.2651256226002,91.22110298020816,25.92,1.42,56.6
jasperhu,11763.375524013692,a,1598.4041948721933,61.4543659996217,30.85,0.92,67.7
lucy_the_cutie,11763.159770016773,a,1598.531671885844,63.685559366516244,30.81,1.01,67
wangkig,11761.804447031827,a,1598.3620847730028,62.1896128060276,22.38,1.17,49.99
mainniam,11761.64474472985,a,1598.2850475199027,61.09889543036701,26.1,1.34,56.93
fishtofu39,11761.172975743842,a,1598.8920122949903,77.19053731787211,21.03,1.02,47.61
highfun,11760.978713521912,a,1598.297726947332,61.90010580562299,31.02,1.18,61.57
zoidburr,11760.942790016594,a,1598.579717052777,66.43709087667611,25.42,1.53,55.25
osire,11760.819769050657,a,1598.224082549127,64.86218364948103,29.91,1.04,59.42
pompelmus_,11760.497853097342,a+,1598.2114130072312,81.94816573816108,26.45,1.02,55.01
99noob99,11759.646500804067,a,1599.0688469086488,75.34518827874925,24.54,1.32,55.37
zhenghanyun2,11758.348743804207,a+,1598.0961195762504,85.02956459585357,27,1.23,60.03
xudaquang,11758.245422447033,a,1598.8822476872092,73.64940851050447,22.37,1.02,54.52
menezera,11758.041255578026,a,1599.4240937596744,82.34979103187382,20.71,0.92,55.26
easyseohyen,11757.795063403715,a,1598.0621961139943,60.98274570657276,30.13,1.03,60.79
dakdak123,11757.651191393765,a,1598.0301640070375,60.597358539094074,26.98,1.26,60.77
bai_luo,11757.511497466605,a,1598.2759388088316,64.66469921366465,25.98,1.16,59.4
marlomyst,11757.048271169824,a,1599.247333304014,80.46457144450707,21.28,1,49.33
inkyoaingyo,11756.516634489479,a+,1598.4188493390975,99.83979600070967,28.14,1.66,63.97
yrhacks2024,11755.453379728824,a,1598.6715587816675,72.80945443112569,35.51,1.22,72.97
hakurogen,11755.315570540823,a,1597.9198520014086,60.92669437579723,31.42,1.42,65.88
gakcham,11754.984262415443,a,1597.9038001615459,60.96696346478609,33.55,0.99,62.73
uji_bb,11754.348727740948,a,1598.5655485162104,72.11654641205232,31.42,1.15,68.77
kmateon,11753.460816239169,a,1597.7996718502925,60.66381046685505,23.58,1.33,54.12
skulldude,11753.06519228717,a,1597.8139846004972,61.251417291145465,24.24,1.24,55.57
aykeee,11752.985244000683,a,1599.996297140483,95.71026129894379,20.64,0.95,50.7
bossku453123,11752.961781616528,a,1598.0030150581815,64.38375377582302,26.85,1.14,58.13
23r0b1t5,11752.107310278168,a,1599.271802848343,85.24281471624464,20.37,1.34,50.77
kermitdead,11751.847449842197,a,1598.320309209854,71.45908403959486,22.32,1.14,55.48
estp-10,11751.369501236792,a,1597.7661190686902,62.0107141964091,31.26,1.28,59.84
sirack,11751.069375994159,a,1597.6819836351015,60.92532980838851,40.74,1.25,76.57
jnbry,11749.341476908656,a,1597.5736346457018,60.73808609782741,28.26,1.2,64.44
beentino,11748.696855649228,a+,1598.4105314716692,93.72148406763652,30.18,1.37,63.11
_ana_,11748.296688837583,a,1597.5251583539607,60.900047058812085,30.09,1.92,57.23
tonyhema,11748.194198529944,a,1598.5870129845025,88.9684237551147,31.17,1.34,64.66
masudore,11748.000716000577,a+,1597.554335654155,89.63922142249338,20.37,1.02,49.53
hao191919,11746.761032740918,a,1597.4225078810466,60.63045712641013,21.61,1.46,48.74
bigballer69,11746.264680027287,a,1597.6944474133863,65.46712216928972,31.97,1.49,66.69
sadmemefrog,11746.116909819524,a,1623.4396442728091,85.51535539171587,27.2,1.32,60.76
mulan157,11745.808194834926,a+,1597.8291445951425,89.04295927070186,24.85,1.21,59.2
jelly2024,11742.872003507227,a,1597.2028978719966,60.599734347068704,20.09,0.96,47.75
xd_xd_12345,11742.749972042653,a+,1597.5446474118507,94.23384419159282,28.55,1.52,59.94
ohuma,11742.465950206208,a,1597.2191402216233,63.231762530027694,24.92,1.1,51.06
kimseungho,11741.819496592028,a,1598.7679602677624,86.52385341585872,32.97,1.33,65.98
vanheetje,11741.643705842032,a,1597.8423434521844,72.01189309417931,29.01,1.35,63.59
user-49227548952,11740.422729155227,a+,1597.8907850786013,99.88759076925126,30.3,1.55,65.54
archio,11740.21883177268,a,1597.0674310498512,60.811765085066895,38.19,1.39,70.35
ryuda,11739.860776985961,a,1597.0366561223123,60.63745674007422,30.01,1.16,62.41
jujiyong,11739.786562166444,a+,1597.1081420791947,77.86555623999497,53.54,1.26,97.25
franamm,11739.61117177902,a,1597.0383094301383,60.891341099997135,22.92,1.14,55.77
adasd,11739.510749662746,a+,1597.0617159603332,89.362807174658,31.64,1.11,61.81
sdfr,11739.060858956153,a,1597.0019624586666,60.801367588890066,26.16,1.26,56.9
ford6701,11738.871439194889,a,1596.9931464339593,60.830436382472065,29.17,1.16,57.57
9787787,11737.9794905301,a,1596.9559473384572,61.03752782357962,26.14,1.19,54.08
moonbowl,11737.28280690124,a+,1596.8996989238951,83.75707493604529,21.59,1.08,51.69
emzkiii,11737.215605886937,a,1597.2165689050316,65.95692053252823,26.84,1.48,58.71
sugaredberi,11735.32111084227,a+,1597.0817192602576,82.49666119899716,19.42,1.26,44.99
anton321m,11733.931839801471,a,1635.0164700141863,76.51516682088163,22.88,1.25,52.36
wheeinthemood,11733.770477284252,a+,1597.1361474374892,95.78659706743085,20.61,1.01,51.92
nminc,11732.682972257511,a,1649.5295087860172,93.39535931237384,29.18,1.16,68.08
oniao,11732.675770665393,a,1597.295022727485,71.34305884848058,28.72,1.02,56.17
potatolulu,11732.260335099816,a,1597.4201998829221,73.73194896116834,22.37,1.32,54.74
1x0ra,11731.93006863112,a,1596.612591381691,60.96162169928856,28.19,0.97,62.33
lallla,11731.663875944736,a,1596.575072947616,67.59242763551597,20.68,1.31,43.64
broxda,11730.431274943745,a,1596.796666220827,65.32644251902619,22.81,1.29,58.44
guestferyte,11729.820255219973,a,1596.7486628010552,65.10382553839514,26.97,0.92,59.78
chichimochi,11729.614729424473,a,1596.4683880971054,60.72329984486808,22.4,1.31,48.84
nunoportugal,11728.717971602005,a,1596.4405574159398,77.08896934054476,29.24,1.65,60.58
a_sha,11728.21437292703,a,1597.7930961289615,89.34817767537386,24.77,1.41,51.28
rescue0107,11728.152049830138,a+,1596.8700611456584,84.59467359461799,25.71,1.31,57.18
jordyyyyy,11727.710645157129,a,1596.5020522233974,63.014939434678496,30.02,1.21,59.11
jaydenhhh,11727.336136746006,a,1596.3518191508942,60.90285436679203,25.41,1.39,55.69
aminaace,11727.19438651341,a,1596.3536787647574,61.06313386779063,29.51,1.53,65.83
linbaozi,11726.835550038784,a,1596.3946088275939,62.061138184246,23.04,1.19,49.7
cwxxx,11726.453451996385,a+,1596.2996773033126,82.85814787303778,29.09,1.34,60.83
razhikss,11726.30487407322,a,1597.7675491421746,84.6667484902579,28.98,1.58,60.11
sangjelee,11726.256045283313,a,1596.2953659965244,71.96849404009848,23.2,1.18,54.04
usukhbayarrr,11726.077872311562,a,1596.5630199722727,80.50168270037676,24.4,1.51,55.27
kh4ngg,11725.984506180415,a+,1596.6446005465957,96.91409045500433,25.99,1.37,55.53
aire,11725.348772307698,a,1596.3358166651865,62.46181285057931,24.91,1.18,54.21
dlckdrl,11725.239969534394,a+,1596.2380525156993,84.96139249875145,26.64,0.99,54.89
van_1lla,11724.389884393058,a,1596.6400459980632,68.2966898316951,24.1,1.5,48.6
zhanxu1999,11724.241075761925,a+,1596.3013657945755,78.91357677354374,28.15,0.94,61.32
cheap1972,11723.427204863949,a,1596.1197390065095,60.68519057705587,29.32,1.17,57.27
toby2008,11723.384739877261,a,1597.4229491191268,87.82011009296332,31.28,1.28,62.36
dalisayjr,11723.30594307108,a,1596.608869200605,68.78069456171197,24.06,1.49,52.68
easonx88,11722.843828030818,a,1596.0838194333908,60.631530660381735,24,1.32,52.54
bluejay_21,11722.541692754688,a,1596.0563204643836,60.45765808608475,22.02,1.39,51.49
fcrcbe,11721.553112386115,a,1596.0341233818258,61.001688161060606,24.28,1.27,55.22
kyoumoukawaii,11721.360108363599,a,1717.8820514307095,97.00838989427773,38.97,1.3,82.03
inviiii,11720.622175392631,a,1596.0190726800145,65.61030515936797,23.27,1.39,46.85
lastface,11720.591709020331,a,1596.7813337180073,82.05269628724248,43.58,1.49,80.66
mc598,11720.074613040295,a,1595.9529459996695,61.02774440099685,31.63,1.37,66.46
tyty35lel,11719.627602471306,a,1596.5624541675188,71.38946657835844,25.87,1.12,57.31
zchen7878,11719.438909642618,a,1597.6384746887072,88.82381029667691,27.32,1.66,51.93
